Direction;StartTime;StartPrice;EndTime;EndPrice;LineLength;AvgDiff;LastCandlesDiff;PrevLineLength;MaxDeviation;Duration;Angle;;;;;;;;;;;;
SELL;21.07.2022 15:30;1.02762;21.07.2022 16:30;1.0171;105;0.4213;0.4213;-2.9412;0.5008;1;105;;;;;;;;;;;;
BUY;21.07.2022 16:30;1.0171;22.07.2022 02:30;1.02287;58;0.1079;0.0279;44.7619;0.1774;10;5.8;;;;;;;;;;;;
SELL;22.07.2022 02:30;1.02287;22.07.2022 10:45;1.01382;91;0.0887;0.1528;-56.8966;0.6591;8.25;11.0303;;;;;;;;;;;;
BUY;22.07.2022 10:45;1.01382;22.07.2022 17:00;1.02434;105;0.1598;0.2022;-15.3846;0.5245;6.25;16.8;;;;;;;;;;;;
SELL;22.07.2022 17:00;1.02434;25.07.2022 03:45;1.01824;61;0.0876;0.0633;41.9048;0.328;58.75;1.0383;;;;;;;;;;;;
BUY;25.07.2022 03:45;1.01824;25.07.2022 16:45;1.02491;67;0.108;0.1207;-9.8361;0.3953;13;5.1538;;;;;;;;;;;;
SELL;25.07.2022 16:45;1.02491;26.07.2022 19:00;1.01088;140;0.0921;0.1427;-108.9552;0.8063;26.25;5.3333;;;;;;;;;;;;
BUY;26.07.2022 19:00;1.01088;27.07.2022 14:00;1.01685;60;0.0712;0.1016;57.1429;0.2699;19;3.1579;;;;;;;;;;;;
SELL;27.07.2022 14:00;1.01685;27.07.2022 19:15;1.00997;69;0.1325;0.152;-15;0.2579;5.25;13.1429;;;;;;;;;;;;
BUY;27.07.2022 19:15;1.00997;28.07.2022 09:15;1.02269;127;0.1121;0.0958;-84.058;0.1489;14;9.0714;;;;;;;;;;;;
SELL;28.07.2022 09:15;1.02269;28.07.2022 14:45;1.01181;109;0.1541;0.1568;14.1732;0.4257;5.5;19.8182;;;;;;;;;;;;
BUY;28.07.2022 14:45;1.01181;29.07.2022 09:15;1.02496;131;0.0926;0.0991;-20.1835;0.371;18.5;7.0811;;;;;;;;;;;;
SELL;29.07.2022 09:15;1.02496;29.07.2022 16:00;1.01545;95;0.1694;0.1603;27.4809;0.5822;6.75;14.0741;;;;;;;;;;;;
BUY;29.07.2022 16:00;1.01545;02.08.2022 03:45;1.02867;132;0.0901;0.0798;-38.9474;0.4299;83.75;1.5761;;;;;;;;;;;;
SELL;02.08.2022 03:45;1.02867;03.08.2022 03:30;1.01506;136;0.0964;0.0564;-3.0303;0.218;23.75;5.7263;;;;;;;;;;;;
BUY;03.08.2022 03:30;1.01506;03.08.2022 14:15;1.02072;57;0.09;0.1167;58.0882;0.2878;10.75;5.3023;;;;;;;;;;;;
SELL;03.08.2022 14:15;1.02072;03.08.2022 17:45;1.01303;77;0.1481;0.1477;-35.0877;0.2258;3.5;22;;;;;;;;;;;;
BUY;03.08.2022 17:45;1.01303;04.08.2022 22:15;1.02511;121;0.0815;0.0561;-57.1429;0.5774;28.5;4.2456;;;;;;;;;;;;
SELL;04.08.2022 22:15;1.02511;05.08.2022 18:15;1.01519;99;0.0749;0.1524;18.1818;0.6848;20;4.95;;;;;;;;;;;;
BUY;05.08.2022 18:15;1.01519;10.08.2022 17:45;1.03551;203;0.0682;0.2591;-105.0505;1.3682;119.5;1.6987;;;;;;;;;;;;
SELL;10.08.2022 17:45;1.03551;11.08.2022 08:15;1.0276;79;0.0612;0.0446;61.0837;0.1416;14.5;5.4483;;;;;;;;;;;;
BUY;11.08.2022 08:15;1.0276;11.08.2022 16:45;1.03589;83;0.1046;0.1323;-5.0633;0.1808;8.5;9.7647;;;;;;;;;;;;
SELL;11.08.2022 16:45;1.03589;16.08.2022 14:15;1.01269;232;0.0708;0.0907;-179.5181;0.7227;117.5;1.9745;;;;;;;;;;;;
BUY;16.08.2022 14:15;1.01269;17.08.2022 21:00;1.01968;70;0.0781;0.082;69.8276;0.381;30.75;2.2764;;;;;;;;;;;;
SELL;17.08.2022 21:00;1.01968;23.08.2022 09:45;0.99062;291;0.0706;0.0874;-315.7143;0.7982;132.75;2.1921;;;;;;;;;;;;
BUY;23.08.2022 09:45;0.99062;23.08.2022 17:00;1.00016;95;0.1409;0.1707;67.354;0.6799;7.25;13.1034;;;;;;;;;;;;
SELL;23.08.2022 17:00;1.00016;24.08.2022 17:00;0.99174;84;0.0821;0.1284;11.5789;0.2538;24;3.5;;;;;;;;;;;;
BUY;24.08.2022 17:00;0.99174;25.08.2022 09:30;1.00271;110;0.0835;0.0989;-30.9524;0.3234;16.5;6.6667;;;;;;;;;;;;
SELL;25.08.2022 09:30;1.00271;26.08.2022 09:45;0.99512;76;0.0809;0.0636;30.9091;0.167;24.25;3.134;;;;;;;;;;;;
BUY;26.08.2022 09:45;0.99512;26.08.2022 17:00;1.00735;122;0.1469;0.235;-60.5263;0.4957;7.25;16.8276;;;;;;;;;;;;
SELL;26.08.2022 17:00;1.00735;29.08.2022 07:30;0.99157;158;0.1074;0.0531;-29.5082;0.309;62.5;2.528;;;;;;;;;;;;
BUY;29.08.2022 07:30;0.99157;30.08.2022 13:15;1.00486;133;0.0974;0.122;15.8228;0.5161;29.75;4.4706;;;;;;;;;;;;
SELL;30.08.2022 13:15;1.00486;30.08.2022 17:30;0.99889;60;0.1473;0.1607;54.8872;0.3844;4.25;14.1176;;;;;;;;;;;;
BUY;30.08.2022 17:30;0.99889;31.08.2022 07:30;1.00428;54;0.0729;0.0566;10;0.1672;14;3.8571;;;;;;;;;;;;
SELL;31.08.2022 07:30;1.00428;31.08.2022 13:45;0.99778;65;0.1142;0.137;-20.3704;0.2319;6.25;10.4;;;;;;;;;;;;
BUY;31.08.2022 13:45;0.99778;31.08.2022 18:30;1.00751;97;0.1808;0.2112;-49.2308;0.4507;4.75;20.4211;;;;;;;;;;;;
SELL;31.08.2022 18:30;1.00751;01.09.2022 17:45;0.99317;143;0.0931;0.2046;-47.4227;0.8;23.25;6.1505;;;;;;;;;;;;
BUY;01.09.2022 17:45;0.99317;02.09.2022 18:45;1.00304;99;0.0889;0.1342;30.7692;0.406;25;3.96;;;;;;;;;;;;
SELL;02.09.2022 18:45;1.00304;05.09.2022 08:30;0.9881;149;0.0998;0.0828;-50.5051;0.3486;61.75;2.413;;;;;;;;;;;;
BUY;05.09.2022 08:30;0.9881;06.09.2022 10:30;0.99784;97;0.0813;0.1213;34.8993;0.2468;26;3.7308;;;;;;;;;;;;
SELL;06.09.2022 10:30;0.99784;07.09.2022 05:00;0.9878;100;0.1006;0.0885;-3.0928;0.1501;18.5;5.4054;;;;;;;;;;;;
BUY;07.09.2022 05:00;0.9878;08.09.2022 14:30;1.00239;146;0.0933;0.0957;-46;0.4652;33.5;4.3582;;;;;;;;;;;;
SELL;08.09.2022 14:30;1.00239;08.09.2022 16:00;0.99375;86;0.3188;0.3188;41.0959;0.7556;1.5;57.3333;;;;;;;;;;;;
BUY;08.09.2022 16:00;0.99375;09.09.2022 10:15;1.01093;172;0.1075;0.1153;-100;0.4417;18.25;9.4247;;;;;;;;;;;;
SELL;09.09.2022 10:15;1.01093;09.09.2022 16:00;1.00344;75;0.1466;0.1623;56.3953;0.2705;5.75;13.0435;;;;;;;;;;;;
BUY;09.09.2022 16:00;1.00344;12.09.2022 10:15;1.0195;161;0.0941;0.1738;-114.6667;1.1312;66.25;2.4302;;;;;;;;;;;;
SELL;12.09.2022 10:15;1.0195;12.09.2022 21:30;1.01122;83;0.1212;0.0809;48.4472;0.207;11.25;7.3778;;;;;;;;;;;;
BUY;12.09.2022 21:30;1.01122;13.09.2022 14:15;1.01809;69;0.0718;0.0991;16.8675;0.3689;16.75;4.1194;;;;;;;;;;;;
SELL;13.09.2022 14:15;1.01809;14.09.2022 01:00;0.99609;220;0.1315;0.0444;-218.8406;0.1522;10.75;20.4651;;;;;;;;;;;;
BUY;14.09.2022 01:00;0.99609;14.09.2022 13:15;1.00212;60;0.0961;0.1365;72.7273;0.4465;12.25;4.898;;;;;;;;;;;;
SELL;14.09.2022 13:15;1.00212;16.09.2022 15:00;0.99537;67;0.083;0.105;-11.6667;0.4371;49.75;1.3467;;;;;;;;;;;;
BUY;16.09.2022 15:00;0.99537;16.09.2022 17:45;1.00303;77;0.1602;0.1648;-14.9254;0.3954;2.75;28;;;;;;;;;;;;
SELL;16.09.2022 17:45;1.00303;19.09.2022 12:30;0.99707;60;0.0728;0.0919;22.0779;0.5012;66.75;0.8989;;;;;;;;;;;;
BUY;19.09.2022 12:30;0.99707;20.09.2022 03:00;1.00492;79;0.0759;0.0592;-31.6667;0.2503;14.5;5.4483;;;;;;;;;;;;
SELL;20.09.2022 03:00;1.00492;21.09.2022 21:00;0.98324;217;0.0972;0.1351;-174.6835;0.7353;42;5.1667;;;;;;;;;;;;
BUY;21.09.2022 21:00;0.98324;21.09.2022 21:45;0.99057;73;0.467;0.467;66.3594;0.4257;0.75;97.3333;;;;;;;;;;;;
SELL;21.09.2022 21:45;0.99057;22.09.2022 05:00;0.98133;92;0.1156;0.0949;-26.0274;0.0726;7.25;12.6897;;;;;;;;;;;;
BUY;22.09.2022 05:00;0.98133;22.09.2022 11:30;0.98996;86;0.1314;0.1956;6.5217;0.6446;6.5;13.2308;;;;;;;;;;;;
SELL;22.09.2022 11:30;0.98996;26.09.2022 03:45;0.95692;330;0.1292;0.219;-283.7209;1.3701;88.25;3.7394;;;;;;;;;;;;
BUY;26.09.2022 03:45;0.95692;26.09.2022 12:00;0.96904;121;0.2255;0.2087;63.3333;0.2666;8.25;14.6667;;;;;;;;;;;;
SELL;26.09.2022 12:00;0.96904;27.09.2022 01:15;0.95861;104;0.1574;0.0648;14.0496;0.2921;13.25;7.8491;;;;;;;;;;;;
BUY;27.09.2022 01:15;0.95861;27.09.2022 10:30;0.966;74;0.0946;0.1319;28.8462;0.1864;9.25;8;;;;;;;;;;;;
SELL;27.09.2022 10:30;0.966;28.09.2022 09:45;0.95393;121;0.12;0.1163;-63.5135;0.2998;23.25;5.2043;;;;;;;;;;;;
BUY;28.09.2022 09:45;0.95393;28.09.2022 21:45;0.97447;205;0.2068;0.1481;-69.4215;0.8072;12;17.0833;;;;;;;;;;;;
SELL;28.09.2022 21:45;0.97447;29.09.2022 10:30;0.96469;98;0.0871;0.1475;52.1951;0.2649;12.75;7.6863;;;;;;;;;;;;
BUY;29.09.2022 10:30;0.96469;30.09.2022 11:00;0.98405;194;0.1456;0.1929;-97.9592;0.4102;24.5;7.9184;;;;;;;;;;;;
SELL;30.09.2022 11:00;0.98405;30.09.2022 16:15;0.9744;96;0.196;0.2282;50.5155;0.2277;5.25;18.2857;;;;;;;;;;;;
BUY;30.09.2022 16:15;0.9744;03.10.2022 04:45;0.98256;82;0.1252;0.1003;14.5833;0.3852;60.5;1.3554;;;;;;;;;;;;
SELL;03.10.2022 04:45;0.98256;03.10.2022 14:30;0.97606;65;0.1245;0.1427;20.7317;0.4775;9.75;6.6667;;;;;;;;;;;;
BUY;03.10.2022 14:30;0.97606;04.10.2022 21:45;0.99977;237;0.1241;0.1145;-264.6154;0.7191;31.25;7.584;;;;;;;;;;;;
SELL;04.10.2022 21:45;0.99977;05.10.2022 17:15;0.98462;151;0.1072;0.1892;36.2869;0.914;19.5;7.7436;;;;;;;;;;;;
BUY;05.10.2022 17:15;0.98462;06.10.2022 06:15;0.99252;79;0.0908;0.086;47.6821;0.1833;13;6.0769;;;;;;;;;;;;
SELL;06.10.2022 06:15;0.99252;11.10.2022 07:45;0.96771;248;0.0993;0.0727;-213.9241;0.407;121.5;2.0412;;;;;;;;;;;;
BUY;11.10.2022 07:45;0.96771;11.10.2022 19:30;0.97729;96;0.1341;0.1613;61.2903;0.6349;11.75;8.1702;;;;;;;;;;;;
SELL;11.10.2022 19:30;0.97729;12.10.2022 17:30;0.96737;99;0.1077;0.1435;-3.125;0.3378;22;4.5;;;;;;;;;;;;
BUY;12.10.2022 17:30;0.96737;13.10.2022 14:30;0.97461;72;0.0878;0.1263;27.2727;0.481;21;3.4286;;;;;;;;;;;;
SELL;13.10.2022 14:30;0.97461;13.10.2022 15:30;0.96487;97;0.3199;0.3199;-34.7222;0.779;1;97;;;;;;;;;;;;
BUY;13.10.2022 15:30;0.96487;14.10.2022 04:45;0.97996;151;0.1639;0.1017;-55.6701;0.2557;13.25;11.3962;;;;;;;;;;;;
SELL;14.10.2022 04:45;0.97996;14.10.2022 15:00;0.97163;83;0.119;0.1551;45.0331;0.3877;10.25;8.0976;;;;;;;;;;;;
BUY;14.10.2022 15:00;0.97163;14.10.2022 16:00;0.97906;74;0.2472;0.2472;10.8434;0.4055;1;74;;;;;;;;;;;;
SELL;14.10.2022 16:00;0.97906;14.10.2022 19:45;0.97177;73;0.2135;0.1611;1.3514;0.1751;3.75;19.4667;;;;;;;;;;;;
BUY;14.10.2022 19:45;0.97177;18.10.2022 09:30;0.98685;151;0.0915;0.1043;-106.8493;1.112;85.75;1.7609;;;;;;;;;;;;
SELL;18.10.2022 09:30;0.98685;20.10.2022 06:00;0.97574;111;0.0977;0.0679;26.4901;0.4599;44.5;2.4944;;;;;;;;;;;;
BUY;20.10.2022 06:00;0.97574;20.10.2022 17:45;0.9845;88;0.1375;0.2089;20.7207;0.587;11.75;7.4894;;;;;;;;;;;;
SELL;20.10.2022 17:45;0.9845;21.10.2022 15:15;0.9714;131;0.0933;0.1542;-48.8636;0.5959;21.5;6.093;;;;;;;;;;;;
BUY;21.10.2022 15:15;0.9714;24.10.2022 00:45;0.98847;171;0.2055;0.0728;-30.5344;0.2191;57.5;2.9739;;;;;;;;;;;;
SELL;24.10.2022 00:45;0.98847;24.10.2022 12:15;0.98133;71;0.134;0.1559;58.4795;0.3514;11.5;6.1739;;;;;;;;;;;;
BUY;24.10.2022 12:15;0.98133;27.10.2022 02:45;1.00934;280;0.0998;0.0622;-294.3662;0.8058;62.5;4.48;;;;;;;;;;;;
SELL;27.10.2022 02:45;1.00934;27.10.2022 16:00;0.99751;118;0.1152;0.223;57.8571;0.6738;13.25;8.9057;;;;;;;;;;;;
BUY;27.10.2022 16:00;0.99751;27.10.2022 17:15;1.00427;68;0.3039;0.3039;42.3729;0.2351;1.25;54.4;;;;;;;;;;;;
SELL;27.10.2022 17:15;1.00427;28.10.2022 11:15;0.99386;104;0.0963;0.1426;-52.9412;0.3626;18;5.7778;;;;;;;;;;;;
BUY;28.10.2022 11:15;0.99386;28.10.2022 16:00;0.9989;50;0.1458;0.1808;51.9231;0.4827;4.75;10.5263;;;;;;;;;;;;
SELL;28.10.2022 16:00;0.9989;31.10.2022 18:30;0.98754;114;0.0943;0.1414;-128;0.7372;74.5;1.5302;;;;;;;;;;;;
BUY;31.10.2022 18:30;0.98754;01.11.2022 16:00;0.99468;71;0.0796;0.1077;37.7193;0.2404;21.5;3.3023;;;;;;;;;;;;
SELL;01.11.2022 16:00;0.99468;02.11.2022 20:00;0.98595;87;0.0904;0.0948;-22.5352;0.4438;28;3.1071;;;;;;;;;;;;
BUY;02.11.2022 20:00;0.98595;02.11.2022 21:15;0.99446;85;0.2568;0.2568;2.2989;0.5347;1.25;68;;;;;;;;;;;;
SELL;02.11.2022 21:15;0.99446;03.11.2022 13:30;0.97354;209;0.1155;0.1204;-145.8824;0.3492;16.25;12.8615;;;;;;;;;;;;
BUY;03.11.2022 13:30;0.97354;04.11.2022 23:15;0.99627;227;0.1194;0.0988;-8.6124;1.6095;33.75;6.7259;;;;;;;;;;;;
SELL;04.11.2022 23:15;0.99627;07.11.2022 00:00;0.99099;53;0.0455;0.0455;76.652;0.0037;48.75;1.0872;;;;;;;;;;;;
BUY;07.11.2022 00:00;0.99099;08.11.2022 20:00;1.00929;183;0.0976;0.0957;-245.283;0.8526;44;4.1591;;;;;;;;;;;;
SELL;08.11.2022 20:00;1.00929;10.11.2022 12:15;0.99416;151;0.0995;0.1537;17.4863;0.8854;40.25;3.7516;;;;;;;;;;;;
BUY;10.11.2022 12:15;0.99416;11.11.2022 21:45;1.03622;421;0.1525;0.0926;-178.8079;0.3391;33.5;12.5672;;;;;;;;;;;;
SELL;11.11.2022 21:45;1.03622;14.11.2022 13:30;1.02753;87;0.1078;0.1419;79.3349;0.6884;63.75;1.3647;;;;;;;;;;;;
BUY;14.11.2022 13:30;1.02753;15.11.2022 15:30;1.04428;168;0.1128;0.1824;-93.1034;0.6588;26;6.4615;;;;;;;;;;;;
SELL;15.11.2022 15:30;1.04428;15.11.2022 21:00;1.03037;139;0.259;0.2525;17.2619;0.5781;5.5;25.2727;;;;;;;;;;;;
BUY;15.11.2022 21:00;1.03037;16.11.2022 12:00;1.04299;126;0.1344;0.1533;9.3525;0.4518;15;8.4;;;;;;;;;;;;
SELL;16.11.2022 12:00;1.04299;17.11.2022 15:45;1.03124;118;0.1111;0.1777;6.3492;0.6861;27.75;4.2523;;;;;;;;;;;;
BUY;17.11.2022 15:45;1.03124;18.11.2022 11:30;1.03903;78;0.0912;0.1456;33.8983;0.4157;19.75;3.9494;;;;;;;;;;;;
SELL;18.11.2022 11:30;1.03903;21.11.2022 19:15;1.02254;165;0.1032;0.1102;-111.5385;0.701;79.75;2.069;;;;;;;;;;;;
BUY;21.11.2022 19:15;1.02254;24.11.2022 06:45;1.04463;221;0.0839;0.0841;-33.9394;0.7826;59.5;3.7143;;;;;;;;;;;;
SELL;24.11.2022 06:45;1.04463;25.11.2022 16:15;1.03619;84;0.0802;0.1078;61.991;0.5125;33.5;2.5075;;;;;;;;;;;;
BUY;25.11.2022 16:15;1.03619;25.11.2022 22:15;1.04124;50;0.0827;0.0514;40.4762;0.0464;6;8.3333;;;;;;;;;;;;
SELL;25.11.2022 22:15;1.04124;28.11.2022 03:30;1.03439;69;0.072;0.0933;-38;0.3773;53.25;1.2958;;;;;;;;;;;;
BUY;28.11.2022 03:30;1.03439;28.11.2022 13:00;1.04936;150;0.1098;0.1492;-117.3913;0.7565;9.5;15.7895;;;;;;;;;;;;
SELL;28.11.2022 13:00;1.04936;28.11.2022 22:15;1.03345;159;0.1218;0.0792;-6;0.1992;9.25;17.1892;;;;;;;;;;;;
BUY;28.11.2022 22:15;1.03345;29.11.2022 06:45;1.03926;58;0.0629;0.0856;63.522;0.3335;8.5;6.8235;;;;;;;;;;;;
SELL;29.11.2022 06:45;1.03926;30.11.2022 01:00;1.03197;73;0.1153;0.0443;-25.8621;0.239;18.25;4;;;;;;;;;;;;
BUY;30.11.2022 01:00;1.03197;30.11.2022 16:30;1.03943;75;0.0931;0.1391;-2.7397;0.3271;15.5;4.8387;;;;;;;;;;;;
SELL;30.11.2022 16:30;1.03943;30.11.2022 17:45;1.02986;96;0.2357;0.2357;-28;0.3078;1.25;76.8;;;;;;;;;;;;
BUY;30.11.2022 17:45;1.02986;01.12.2022 08:45;1.0456;157;0.1128;0.0708;-63.5417;0.2078;15;10.4667;;;;;;;;;;;;
SELL;01.12.2022 08:45;1.0456;01.12.2022 09:45;1.04034;53;0.1978;0.1978;66.242;0.327;1;53;;;;;;;;;;;;
BUY;01.12.2022 09:45;1.04034;02.12.2022 14:30;1.05418;138;0.1174;0.0881;-160.3774;0.1355;28.75;4.8;;;;;;;;;;;;
SELL;02.12.2022 14:30;1.05418;02.12.2022 15:30;1.04481;94;0.2678;0.2678;31.8841;0.6453;1;94;;;;;;;;;;;;
BUY;02.12.2022 15:30;1.04481;05.12.2022 07:15;1.05843;136;0.1108;0.0499;-44.6809;0.3867;63.75;2.1333;;;;;;;;;;;;
SELL;05.12.2022 07:15;1.05843;05.12.2022 12:15;1.05275;57;0.1061;0.1161;58.0882;0.2779;5;11.4;;;;;;;;;;;;
BUY;05.12.2022 12:15;1.05275;05.12.2022 14:45;1.05899;62;0.142;0.1304;-8.7719;0.2226;2.5;24.8;;;;;;;;;;;;
SELL;05.12.2022 14:45;1.05899;07.12.2022 09:00;1.0445;145;0.0895;0.0803;-133.871;0.3102;42.25;3.432;;;;;;;;;;;;
BUY;07.12.2022 09:00;1.0445;07.12.2022 15:45;1.05423;97;0.1282;0.1305;33.1034;0.2945;6.75;14.3704;;;;;;;;;;;;
SELL;07.12.2022 15:45;1.05423;07.12.2022 18:15;1.0491;51;0.1633;0.1591;47.4227;0.1819;2.5;20.4;;;;;;;;;;;;
BUY;07.12.2022 18:15;1.0491;09.12.2022 03:15;1.05828;92;0.0779;0.0671;-80.3922;0.4899;33;2.7879;;;;;;;;;;;;
SELL;09.12.2022 03:15;1.05828;12.12.2022 03:00;1.05072;76;0.085;0.0646;17.3913;0.26;71.75;1.0592;;;;;;;;;;;;
BUY;12.12.2022 03:00;1.05072;12.12.2022 13:30;1.05739;67;0.0711;0.0788;11.8421;0.3132;10.5;6.381;;;;;;;;;;;;
SELL;12.12.2022 13:30;1.05739;12.12.2022 21:00;1.05134;61;0.1095;0.0905;8.9552;0.3265;7.5;8.1333;;;;;;;;;;;;
BUY;12.12.2022 21:00;1.05134;14.12.2022 22:00;1.06899;176;0.0949;0.2328;-188.5246;0.6306;49;3.5918;;;;;;;;;;;;
SELL;14.12.2022 22:00;1.06899;15.12.2022 11:15;1.06069;83;0.0711;0.0931;52.8409;0.36;13.25;6.2642;;;;;;;;;;;;
BUY;15.12.2022 11:15;1.06069;15.12.2022 16:00;1.0709;102;0.1442;0.2048;-22.8916;0.7302;4.75;21.4737;;;;;;;;;;;;
SELL;15.12.2022 16:00;1.0709;15.12.2022 19:00;1.05935;115;0.2828;0.2411;-12.7451;0.3915;3;38.3333;;;;;;;;;;;;
BUY;15.12.2022 19:00;1.05935;16.12.2022 09:00;1.06618;68;0.0705;0.0587;40.8696;0.1427;14;4.8571;;;;;;;;;;;;
SELL;16.12.2022 09:00;1.06618;19.12.2022 01:45;1.05843;77;0.0952;0.0494;-13.2353;0.0935;64.75;1.1892;;;;;;;;;;;;
BUY;19.12.2022 01:45;1.05843;19.12.2022 11:15;1.06515;67;0.0737;0.1131;12.987;0.2369;9.5;7.0526;;;;;;;;;;;;
SELL;19.12.2022 11:15;1.06515;19.12.2022 17:45;1.05797;72;0.1047;0.096;-7.4627;0.286;6.5;11.0769;;;;;;;;;;;;
BUY;19.12.2022 17:45;1.05797;20.12.2022 05:00;1.06419;62;0.0703;0.0914;13.8889;0.3506;11.25;5.5111;;;;;;;;;;;;
SELL;20.12.2022 05:00;1.06419;20.12.2022 07:45;1.05865;55;0.1497;0.1016;11.2903;0.099;2.75;20;;;;;;;;;;;;
BUY;20.12.2022 07:45;1.05865;20.12.2022 17:00;1.06552;69;0.1206;0.1589;-25.4545;0.4656;9.25;7.4595;;;;;;;;;;;;
SELL;20.12.2022 17:00;1.06552;21.12.2022 19:00;1.05915;64;0.0847;0.1319;7.2464;0.4218;26;2.4615;;;;;;;;;;;;
BUY;21.12.2022 19:00;1.05915;22.12.2022 08:30;1.06485;57;0.0517;0.0505;10.9375;0.1625;13.5;4.2222;;;;;;;;;;;;
SELL;22.12.2022 08:30;1.06485;22.12.2022 21:15;1.05753;73;0.0947;0.0617;-28.0702;0.2615;12.75;5.7255;;;;;;;;;;;;
BUY;22.12.2022 21:15;1.05753;27.12.2022 13:15;1.0666;91;0.0665;0.0714;-24.6575;0.2429;112;0.8125;;;;;;;;;;;;
SELL;27.12.2022 13:15;1.0666;28.12.2022 22:45;1.06078;58;0.0704;0.0606;36.2637;0.5259;33.5;1.7313;;;;;;;;;;;;
BUY;28.12.2022 22:45;1.06078;30.12.2022 19:45;1.07104;103;0.0725;0.1065;-77.5862;0.5188;45;2.2889;;;;;;;;;;;;
SELL;30.12.2022 19:45;1.07104;03.01.2023 13:15;1.05265;184;0.0735;0.1258;-78.6408;1.3276;89.5;2.0559;;;;;;;;;;;;
BUY;03.01.2023 13:15;1.05265;05.01.2023 02:45;1.06292;103;0.0909;0.0693;44.0217;0.2681;37.5;2.7467;;;;;;;;;;;;
SELL;05.01.2023 02:45;1.06292;06.01.2023 14:30;1.04904;139;0.0788;0.0864;-34.9515;0.327;35.75;3.8881;;;;;;;;;;;;
BUY;06.01.2023 14:30;1.04904;12.01.2023 15:45;1.08294;339;0.0828;0.2364;-143.8849;0.9412;145.25;2.3339;;;;;;;;;;;;
SELL;12.01.2023 15:45;1.08294;12.01.2023 16:45;1.07676;62;0.4126;0.4126;81.7109;0.389;1;62;;;;;;;;;;;;
BUY;12.01.2023 16:45;1.07676;13.01.2023 02:15;1.08642;97;0.0971;0.0446;-56.4516;0.0589;9.5;10.2105;;;;;;;;;;;;
SELL;13.01.2023 02:15;1.08642;13.01.2023 15:45;1.07935;71;0.0829;0.0855;26.8041;0.4105;13.5;5.2593;;;;;;;;;;;;
BUY;13.01.2023 15:45;1.07935;16.01.2023 04:15;1.08733;80;0.0815;0.0787;-12.6761;0.452;60.5;1.3223;;;;;;;;;;;;
SELL;16.01.2023 04:15;1.08733;16.01.2023 10:45;1.08034;70;0.0706;0.1013;12.5;0.2532;6.5;10.7692;;;;;;;;;;;;
BUY;16.01.2023 10:45;1.08034;17.01.2023 16:45;1.0863;60;0.0702;0.1271;14.2857;0.4197;30;2;;;;;;;;;;;;
SELL;17.01.2023 16:45;1.0863;18.01.2023 06:00;1.07694;94;0.0855;0.1027;-56.6667;0.1627;13.25;7.0943;;;;;;;;;;;;
BUY;18.01.2023 06:00;1.07694;18.01.2023 11:45;1.08701;101;0.0936;0.1221;-7.4468;0.3297;5.75;17.5652;;;;;;;;;;;;
SELL;18.01.2023 11:45;1.08701;18.01.2023 13:45;1.08153;55;0.1142;0.1142;45.5446;0.1675;2;27.5;;;;;;;;;;;;
BUY;18.01.2023 13:45;1.08153;18.01.2023 16:15;1.08789;64;0.1462;0.1405;-16.3636;0.2268;2.5;25.6;;;;;;;;;;;;
SELL;18.01.2023 16:15;1.08789;19.01.2023 04:00;1.07835;95;0.0878;0.0588;-48.4375;0.0757;11.75;8.0851;;;;;;;;;;;;
BUY;19.01.2023 04:00;1.07835;23.01.2023 09:45;1.09142;131;0.0763;0.106;-37.8947;0.3827;101.75;1.2875;;;;;;;;;;;;
SELL;23.01.2023 09:45;1.09142;24.01.2023 16:45;1.0842;72;0.0733;0.1268;45.0382;0.3656;31;2.3226;;;;;;;;;;;;
BUY;24.01.2023 16:45;1.0842;26.01.2023 08:30;1.09233;81;0.0675;0.0393;-12.5;0.2524;39.75;2.0377;;;;;;;;;;;;
SELL;26.01.2023 08:30;1.09233;27.01.2023 17:45;1.08385;85;0.0739;0.1585;-4.9383;0.4011;33.25;2.5564;;;;;;;;;;;;
BUY;27.01.2023 17:45;1.08385;30.01.2023 12:15;1.09123;74;0.0577;0.1023;12.9412;0.5131;66.5;1.1128;;;;;;;;;;;;
SELL;30.01.2023 12:15;1.09123;31.01.2023 10:45;1.08033;109;0.0618;0.1028;-47.2973;0.3836;22.5;4.8444;;;;;;;;;;;;
BUY;31.01.2023 10:45;1.08033;02.02.2023 06:30;1.10245;221;0.0736;0.0378;-102.7523;0.8234;43.75;5.0514;;;;;;;;;;;;
SELL;02.02.2023 06:30;1.10245;07.02.2023 17:15;1.06705;354;0.0821;0.0902;-60.181;0.4572;130.75;2.7075;;;;;;;;;;;;
BUY;07.02.2023 17:15;1.06705;07.02.2023 19:45;1.07601;90;0.1598;0.166;74.5763;0.5705;2.5;36;;;;;;;;;;;;
SELL;07.02.2023 19:45;1.07601;07.02.2023 20:30;1.06988;61;0.3233;0.3233;32.2222;0.2107;0.75;81.3333;;;;;;;;;;;;
BUY;07.02.2023 20:30;1.06988;09.02.2023 15:45;1.07897;91;0.0656;0.0793;-49.1803;0.4971;43.25;2.104;;;;;;;;;;;;
SELL;09.02.2023 15:45;1.07897;13.02.2023 03:15;1.06596;130;0.0689;0.0566;-42.8571;0.1647;83.5;1.5569;;;;;;;;;;;;
